Year,State,FIPS,Case_status,Sex,Age_cat_yrs,Frequency
2022,FL,Suppressed,Confirmed,Suppressed,Suppressed,3
2022,FL,Suppressed,Probable,Female,20+,12
2022,FL,Suppressed,Probable,Female,Suppressed,4
2022,FL,Suppressed,Probable,Suppressed,20+,18
2022,FL,Suppressed,Probable,Suppressed,Suppressed,6
2022,GA,13121,Confirmed,Female,20+,4
2022,GA,13121,Confirmed,Suppressed,20+,1
2022,GA,13121,Probable,Female,20+,1
2022,GA,Suppressed,Confirmed,Male,20+,5
2022,GA,Suppressed,Confirmed,Suppressed,20+,6
2022,GA,Suppressed,Confirmed,Suppressed,Suppressed,2
2022,GA,Suppressed,Probable,Male,20+,4
2022,GA,Suppressed,Probable,Suppressed,20+,7
2022,GA,Suppressed,Probable,Suppressed,Suppressed,1
2022,IA,19055,Confirmed,Male,Suppressed,5
2022,IA,19061,Confirmed,Male,20+,5
2022,IA,19061,Confirmed,Male,Suppressed,4
2022,IA,19061,Confirmed,Female,20+,6
2022,IA,19061,Probable,Female,Suppressed,1
2022,IA,19103,Confirmed,Male,20+,13
2022,IA,19103,Confirmed,Male,Suppressed,2
2022,IA,19103,Confirmed,Female,20+,15
2022,IA,19103,Confirmed,Female,Suppressed,2
2022,IA,19103,Probable,Male,Suppressed,1
2022,IA,19103,Probable,Female,20+,1
2022,IA,19113,Confirmed,Male,Suppressed,7
2022,IA,19113,Confirmed,Female,20+,8
2022,IA,19113,Confirmed,Female,Suppressed,3
2022,IA,19153,Confirmed,Male,20+,7
2022,IA,19153,Confirmed,Male,Suppressed,3
2022,IA,19153,Confirmed,Suppressed,Suppressed,2
2022,IA,19153,Probable,Suppressed,Suppressed,1
2022,IA,19163,Confirmed,Male,Suppressed,5
2022,IA,Suppressed,Confirmed,Male,0-19,9
2022,IA,Suppressed,Confirmed,Female,20+,11
2022,IA,Suppressed,Confirmed,Suppressed,Suppressed,40
2022,IA,Suppressed,Probable,Suppressed,Suppressed,3
2022,IL,17031,Confirmed,Male,0-19,14
2022,IL,17031,Confirmed,Male,20+,14
2022,IL,17031,Confirmed,Female,0-19,4
2022,IL,17031,Confirmed,Female,20+,15
2022,IL,17031,Probable,Male,0-19,1
2022,IL,17031,Probable,Male,20+,3
2022,IL,17031,Probable,Female,0-19,2
2022,IL,17031,Probable,Female,20+,6
2022,IL,17043,Confirmed,Male,0-19,7
2022,IL,17043,Confirmed,Male,20+,14
2022,IL,17043,Confirmed,Female,20+,11
2022,IL,17043,Confirmed,Female,Suppressed,2
2022,IL,17043,Probable,Male,20+,3
2022,IL,17043,Probable,Female,20+,2
2022,IL,17085,Confirmed,Suppressed,Suppressed,7
2022,IL,17085,Probable,Suppressed,Suppressed,2
2022,IL,17089,Confirmed,Male,Suppressed,4
2022,IL,17089,Confirmed,Female,20+,4
2022,IL,17089,Confirmed,Female,Suppressed,2
2022,IL,17089,Probable,Male,Suppressed,3
2022,IL,17089,Probable,Female,20+,2
2022,IL,17089,Probable,Female,Suppressed,1
2022,IL,17093,Confirmed,Male,20+,4
2022,IL,17093,Confirmed,Male,Suppressed,1
2022,IL,17093,Probable,Male,20+,1
2022,IL,17097,Confirmed,Male,0-19,4
2022,IL,17097,Confirmed,Male,20+,7
2022,IL,17097,Confirmed,Female,20+,8
2022,IL,17097,Confirmed,Female,Suppressed,2
2022,IL,17097,Probable,Male,0-19,1
2022,IL,17097,Probable,Female,20+,1
2022,IL,17111,Confirmed,Male,0-19,5
2022,IL,17111,Confirmed,Male,20+,8
2022,IL,17111,Confirmed,Suppressed,20+,2
2022,IL,17111,Confirmed,Suppressed,Suppressed,1
2022,IL,17111,Probable,Male,20+,2
2022,IL,17111,Probable,Suppressed,20+,2
2022,IL,17195,Confirmed,Suppressed,Suppressed,6
2022,IL,17197,Confirmed,Male,20+,6
2022,IL,17197,Confirmed,Male,Suppressed,2
2022,IL,17197,Confirmed,Female,20+,9
2022,IL,17197,Confirmed,Female,Suppressed,1
2022,IL,17197,Probable,Male,20+,2
2022,IL,17201,Confirmed,Male,20+,3
2022,IL,17201,Confirmed,Male,Suppressed,1
2022,IL,17201,Confirmed,Suppressed,20+,3
2022,IL,17201,Confirmed,Suppressed,Suppressed,1
2022,IL,17201,Probable,Male,20+,2
2022,IL,17201,Probable,Male,Suppressed,2
2022,IL,17201,Probable,Suppressed,20+,1
2022,IL,Suppressed,Confirmed,Male,0-19,2
2022,IL,Suppressed,Confirmed,Female,20+,7
2022,IL,Suppressed,Confirmed,Suppressed,Suppressed,28
2022,IL,Suppressed,Probable,Male,0-19,1
2022,IL,Suppressed,Probable,Female,20+,2
2022,IL,Suppressed,Probable,Suppressed,Suppressed,8
2022,IN,18019,Confirmed,Suppressed,Suppressed,4
2022,IN,18019,Probable,Suppressed,Suppressed,1
2022,IN,18039,Confirmed,Male,20+,5
2022,IN,18039,Confirmed,Suppressed,20+,3
2022,IN,18039,Confirmed,Suppressed,Suppressed,1
2022,IN,18039,Probable,Male,Suppressed,1
2022,IN,18057,Confirmed,Female,Suppressed,1
2022,IN,18057,Probable,Female,Suppressed,4
2022,IN,18085,Confirmed,Suppressed,Suppressed,5
2022,IN,18099,Confirmed,Suppressed,Suppressed,5
2022,IN,18099,Probable,Suppressed,Suppressed,2
2022,IN,18127,Confirmed,Male,Suppressed,5
2022,IN,18127,Confirmed,Suppressed,Suppressed,5
2022,IN,18141,Confirmed,Male,20+,6
2022,IN,18141,Confirmed,Male,Suppressed,3
2022,IN,18141,Confirmed,Female,20+,5
2022,IN,18141,Confirmed,Female,Suppressed,1
2022,IN,18141,Probable,Male,20+,1
2022,IN,18141,Probable,Female,20+,1
2022,IN,18167,Confirmed,Suppressed,Suppressed,4
2022,IN,18167,Probable,Suppressed,Suppressed,1
2022,IN,Unknown,Confirmed,Male,0-19,15
2022,IN,Unknown,Confirmed,Male,20+,16
2022,IN,Unknown,Confirmed,Female,0-19,7
2022,IN,Unknown,Confirmed,Female,20+,18
2022,IN,Unknown,Probable,Male,0-19,7
2022,IN,Unknown,Probable,Male,20+,12
2022,IN,Unknown,Probable,Female,0-19,11
2022,IN,Unknown,Probable,Female,20+,18
2022,IN,Suppressed,Confirmed,Male,0-19,2
2022,IN,Suppressed,Confirmed,Female,20+,6
2022,IN,Suppressed,Confirmed,Suppressed,Suppressed,43
2022,IN,Suppressed,Probable,Male,0-19,2
2022,IN,Suppressed,Probable,Female,20+,6
2022,IN,Suppressed,Probable,Suppressed,Suppressed,9
2022,KS,Suppressed,Confirmed,Male,20+,3
2022,KS,Suppressed,Probable,Male,20+,4
2022,KY,21015,Confirmed,Suppressed,Suppressed,1
2022,KY,21015,Probable,Suppressed,Suppressed,4
2022,KY,21111,Probable,Female,20+,6
2022,KY,21111,Probable,Suppressed,20+,2
2022,KY,Suppressed,Confirmed,Male,20+,3
2022,KY,Suppressed,Confirmed,Suppressed,Suppressed,4
2022,KY,Suppressed,Probable,Male,20+,9
2022,KY,Suppressed,Probable,Female,Suppressed,4
2022,KY,Suppressed,Probable,Suppressed,Suppressed,39
2022,MA,25001,Probable,Male,0-19,9
2022,MA,25001,Probable,Male,20+,134
2022,MA,25001,Probable,Female,0-19,11
2022,MA,25001,Probable,Female,20+,85
2022,MA,25003,Probable,Male,0-19,21
2022,MA,25003,Probable,Male,20+,191
2022,MA,25003,Probable,Female,0-19,13
2022,MA,25003,Probable,Female,20+,132
2022,MA,25005,Probable,Male,0-19,52
2022,MA,25005,Probable,Male,20+,441
2022,MA,25005,Probable,Female,0-19,31
2022,MA,25005,Probable,Female,20+,322
2022,MA,25007,Probable,Male,0-19,14
2022,MA,25007,Probable,Male,20+,140
2022,MA,25007,Probable,Female,0-19,14
2022,MA,25007,Probable,Female,20+,90
2022,MA,25009,Probable,Male,0-19,24
2022,MA,25009,Probable,Male,20+,140
2022,MA,25009,Probable,Female,0-19,11
2022,MA,25009,Probable,Female,20+,83
2022,MA,25011,Probable,Male,0-19,5
2022,MA,25011,Probable,Male,20+,42
2022,MA,25011,Probable,Female,20+,25
2022,MA,25011,Probable,Female,Suppressed,2
2022,MA,25013,Probable,Male,20+,65
2022,MA,25013,Probable,Male,Suppressed,2
2022,MA,25013,Probable,Female,20+,49
2022,MA,25013,Probable,Female,Suppressed,3
2022,MA,25015,Probable,Male,0-19,11
2022,MA,25015,Probable,Male,20+,82
2022,MA,25015,Probable,Female,0-19,10
2022,MA,25015,Probable,Female,20+,62
2022,MA,25017,Probable,Male,0-19,74
2022,MA,25017,Probable,Male,20+,323
2022,MA,25017,Probable,Female,0-19,36
2022,MA,25017,Probable,Female,20+,232
2022,MA,25019,Probable,Male,0-19,16
2022,MA,25019,Probable,Male,20+,73
2022,MA,25019,Probable,Female,20+,41
2022,MA,25019,Probable,Female,Suppressed,4
2022,MA,25021,Probable,Male,0-19,35
2022,MA,25021,Probable,Male,20+,228
2022,MA,25021,Probable,Female,0-19,22
2022,MA,25021,Probable,Female,20+,147
2022,MA,25023,Probable,Male,0-19,44
2022,MA,25023,Probable,Male,20+,351
2022,MA,25023,Probable,Female,0-19,26
2022,MA,25023,Probable,Female,20+,218
2022,MA,25025,Probable,Male,0-19,6
2022,MA,25025,Probable,Male,20+,73
2022,MA,25025,Probable,Female,20+,47
2022,MA,25025,Probable,Female,Suppressed,3
2022,MA,25027,Probable,Male,0-19,61
2022,MA,25027,Probable,Male,20+,366
2022,MA,25027,Probable,Female,0-19,51
2022,MA,25027,Probable,Female,20+,247
2022,MA,Unknown,Probable,Male,20+,8
2022,MA,Unknown,Probable,Male,Suppressed,1
2022,MA,Unknown,Probable,Suppressed,20+,3
2022,MD,24001,Probable,Male,0-19,18
2022,MD,24001,Probable,Male,20+,49
2022,MD,24001,Probable,Female,0-19,10
2022,MD,24001,Probable,Female,20+,32
2022,MD,24003,Probable,Male,0-19,15
2022,MD,24003,Probable,Male,20+,52
2022,MD,24003,Probable,Female,0-19,7
2022,MD,24003,Probable,Female,20+,53
2022,MD,24005,Probable,Male,0-19,27
2022,MD,24005,Probable,Male,20+,130
2022,MD,24005,Probable,Female,0-19,21
2022,MD,24005,Probable,Female,20+,100
2022,MD,24009,Probable,Male,20+,7
2022,MD,24009,Probable,Male,Suppressed,1
2022,MD,24009,Probable,Female,20+,13
2022,MD,24009,Probable,Female,Suppressed,3
2022,MD,24011,Probable,Suppressed,20+,5
2022,MD,24013,Probable,Male,0-19,26
2022,MD,24013,Probable,Male,20+,90
2022,MD,24013,Probable,Female,0-19,15
2022,MD,24013,Probable,Female,20+,62
2022,MD,24015,Probable,Male,20+,28
2022,MD,24015,Probable,Male,Suppressed,1
2022,MD,24015,Probable,Female,20+,28
2022,MD,24015,Probable,Female,Suppressed,4
2022,MD,24017,Probable,Male,20+,12
2022,MD,24017,Probable,Male,Suppressed,3
2022,MD,24017,Probable,Female,20+,14
2022,MD,24019,Probable,Suppressed,20+,7
2022,MD,24021,Probable,Male,0-19,20
2022,MD,24021,Probable,Male,20+,82
2022,MD,24021,Probable,Female,0-19,12
2022,MD,24021,Probable,Female,20+,67
2022,MD,24023,Probable,Male,0-19,10
2022,MD,24023,Probable,Male,20+,37
2022,MD,24023,Probable,Female,0-19,6
2022,MD,24023,Probable,Female,20+,31
2022,MD,24025,Probable,Male,0-19,12
2022,MD,24025,Probable,Male,20+,44
2022,MD,24025,Probable,Female,0-19,8
2022,MD,24025,Probable,Female,20+,30
2022,MD,24027,Probable,Male,0-19,22
2022,MD,24027,Probable,Male,20+,80
2022,MD,24027,Probable,Female,0-19,21
2022,MD,24027,Probable,Female,20+,43
2022,MD,24029,Probable,Male,20+,7
2022,MD,24029,Probable,Female,20+,7
2022,MD,24031,Probable,Male,0-19,21
2022,MD,24031,Probable,Male,20+,151
2022,MD,24031,Probable,Female,0-19,22
2022,MD,24031,Probable,Female,20+,134
2022,MD,24033,Probable,Male,0-19,6
2022,MD,24033,Probable,Male,20+,23
2022,MD,24033,Probable,Female,20+,18
2022,MD,24033,Probable,Female,Suppressed,2
2022,MD,24035,Probable,Male,20+,8
2022,MD,24035,Probable,Male,Suppressed,3
2022,MD,24035,Probable,Female,20+,9
2022,MD,24035,Probable,Female,Suppressed,2
2022,MD,24037,Probable,Male,20+,13
2022,MD,24037,Probable,Male,Suppressed,3
2022,MD,24037,Probable,Female,20+,15
2022,MD,24037,Probable,Female,Suppressed,2
2022,MD,24039,Probable,Male,20+,5
2022,MD,24041,Probable,Male,20+,8
2022,MD,24041,Probable,Male,Suppressed,4
2022,MD,24041,Probable,Female,20+,9
2022,MD,24047,Probable,Male,20+,14
2022,MD,24047,Probable,Female,20+,7
2022,MD,24047,Probable,Female,Suppressed,1
2022,MD,24510,Probable,Male,0-19,9
2022,MD,24510,Probable,Male,20+,37
2022,MD,24510,Probable,Female,0-19,5
2022,MD,24510,Probable,Female,20+,49
2022,MD,Unknown,Probable,Male,0-19,5
2022,MD,Unknown,Probable,Male,20+,35
2022,MD,Unknown,Probable,Female,20+,32
2022,MD,Unknown,Probable,Female,Suppressed,3
2022,MD,Suppressed,Probable,Male,20+,4
2022,MD,Suppressed,Probable,Male,Suppressed,2
2022,MD,Suppressed,Probable,Suppressed,20+,1
2022,MD,Suppressed,Probable,Suppressed,Suppressed,1
2022,ME,23001,Probable,Male,0-19,10
2022,ME,23001,Probable,Male,20+,36
2022,ME,23001,Probable,Female,20+,29
2022,ME,23001,Probable,Female,Suppressed,4
2022,ME,23003,Probable,Female,20+,6
2022,ME,23003,Probable,Female,Suppressed,1
2022,ME,23003,Probable,Suppressed,20+,4
2022,ME,23003,Probable,Suppressed,Suppressed,2
2022,ME,23005,Probable,Male,0-19,28
2022,ME,23005,Probable,Male,20+,192
2022,ME,23005,Probable,Female,0-19,18
2022,ME,23005,Probable,Female,20+,117
2022,ME,23007,Probable,Male,0-19,5
2022,ME,23007,Probable,Male,20+,20
2022,ME,23007,Probable,Female,20+,13
2022,ME,23007,Probable,Female,Suppressed,2
2022,ME,23009,Probable,Male,0-19,28
2022,ME,23009,Probable,Male,20+,165
2022,ME,23009,Probable,Female,0-19,25
2022,ME,23009,Probable,Female,20+,145
2022,ME,23011,Probable,Male,0-19,19
2022,ME,23011,Probable,Male,20+,118
2022,ME,23011,Probable,Female,0-19,12
2022,ME,23011,Probable,Female,20+,81
2022,ME,23013,Probable,Male,0-19,19
2022,ME,23013,Probable,Male,20+,134
2022,ME,23013,Probable,Female,0-19,16
2022,ME,23013,Probable,Female,20+,94
2022,ME,23013,Probable,Female,Suppressed,1
2022,ME,23015,Probable,Male,0-19,16
2022,ME,23015,Probable,Male,20+,96
2022,ME,23015,Probable,Female,0-19,13
2022,ME,23015,Probable,Female,20+,59
2022,ME,23017,Probable,Male,0-19,7
2022,ME,23017,Probable,Male,20+,30
2022,ME,23017,Probable,Female,20+,25
2022,ME,23017,Probable,Female,Suppressed,3
2022,ME,23019,Probable,Male,0-19,26
2022,ME,23019,Probable,Male,20+,109
2022,ME,23019,Probable,Female,0-19,15
2022,ME,23019,Probable,Female,20+,89
2022,ME,23021,Probable,Male,20+,9
2022,ME,23021,Probable,Female,20+,5
2022,ME,23021,Probable,Female,Suppressed,1
2022,ME,23023,Probable,Male,0-19,6
2022,ME,23023,Probable,Male,20+,48
2022,ME,23023,Probable,Female,0-19,5
2022,ME,23023,Probable,Female,20+,42
2022,ME,23025,Probable,Male,0-19,13
2022,ME,23025,Probable,Male,20+,55
2022,ME,23025,Probable,Female,0-19,10
2022,ME,23025,Probable,Female,20+,49
2022,ME,23027,Probable,Male,0-19,23
2022,ME,23027,Probable,Male,20+,107
2022,ME,23027,Probable,Male,Suppressed,1
2022,ME,23027,Probable,Female,0-19,5
2022,ME,23027,Probable,Female,20+,67
2022,ME,23029,Probable,Male,0-19,7
2022,ME,23029,Probable,Male,20+,34
2022,ME,23029,Probable,Female,20+,49
2022,ME,23029,Probable,Female,Suppressed,4
2022,ME,23031,Probable,Male,0-19,26
2022,ME,23031,Probable,Male,20+,115
2022,ME,23031,Probable,Female,0-19,22
2022,ME,23031,Probable,Female,20+,115
2022,ME,Suppressed,Probable,Male,20+,2
2022,ME,Suppressed,Probable,Suppressed,20+,1
2022,MN,27001,Probable,Male,20+,19
2022,MN,27001,Probable,Male,Suppressed,3
2022,MN,27001,Probable,Female,20+,17
2022,MN,27001,Probable,Female,Suppressed,2
2022,MN,27003,Probable,Male,0-19,19
2022,MN,27003,Probable,Male,20+,81
2022,MN,27003,Probable,Female,0-19,11
2022,MN,27003,Probable,Female,20+,65
2022,MN,27005,Probable,Male,20+,8
2022,MN,27005,Probable,Male,Suppressed,2
2022,MN,27005,Probable,Female,20+,11
2022,MN,27005,Probable,Female,Suppressed,2
2022,MN,27007,Probable,Male,0-19,10
2022,MN,27007,Probable,Male,20+,28
2022,MN,27007,Probable,Female,0-19,5
2022,MN,27007,Probable,Female,20+,15
2022,MN,27009,Probable,Male,0-19,5
2022,MN,27009,Probable,Male,20+,10
2022,MN,27009,Probable,Female,20+,6
2022,MN,27013,Probable,Male,20+,6
2022,MN,27013,Probable,Male,Suppressed,1
2022,MN,27013,Probable,Female,Suppressed,5
2022,MN,27015,Probable,Suppressed,Suppressed,7
2022,MN,27017,Probable,Male,0-19,6
2022,MN,27017,Probable,Male,20+,28
2022,MN,27017,Probable,Female,0-19,6
2022,MN,27017,Probable,Female,20+,14
2022,MN,27019,Probable,Male,0-19,6
2022,MN,27019,Probable,Male,20+,12
2022,MN,27019,Probable,Female,20+,7
2022,MN,27019,Probable,Female,Suppressed,1
2022,MN,27021,Probable,Male,0-19,6
2022,MN,27021,Probable,Male,20+,41
2022,MN,27021,Probable,Female,0-19,6
2022,MN,27021,Probable,Female,20+,22
2022,MN,27025,Probable,Male,20+,30
2022,MN,27025,Probable,Male,Suppressed,3
2022,MN,27025,Probable,Female,20+,19
2022,MN,27025,Probable,Female,Suppressed,3
2022,MN,27027,Probable,Male,20+,6
2022,MN,27027,Probable,Suppressed,Suppressed,3
2022,MN,27029,Probable,Male,Suppressed,8
2022,MN,27035,Probable,Male,0-19,15
2022,MN,27035,Probable,Male,20+,89
2022,MN,27035,Probable,Female,0-19,11
2022,MN,27035,Probable,Female,20+,65
2022,MN,27037,Probable,Male,0-19,13
2022,MN,27037,Probable,Male,20+,64
2022,MN,27037,Probable,Female,0-19,8
2022,MN,27037,Probable,Female,20+,49
2022,MN,27039,Probable,Suppressed,Suppressed,5
2022,MN,27041,Probable,Female,20+,5
2022,MN,27041,Probable,Suppressed,20+,4
2022,MN,27045,Probable,Male,20+,10
2022,MN,27045,Probable,Male,Suppressed,2
2022,MN,27045,Probable,Female,20+,7
2022,MN,27045,Probable,Female,Suppressed,2
2022,MN,27049,Probable,Male,0-19,8
2022,MN,27049,Probable,Male,20+,15
2022,MN,27049,Probable,Female,0-19,5
2022,MN,27049,Probable,Female,20+,18
2022,MN,27053,Probable,Male,0-19,36
2022,MN,27053,Probable,Male,20+,169
2022,MN,27053,Probable,Female,0-19,18
2022,MN,27053,Probable,Female,20+,115
2022,MN,27053,Probable,Suppressed,20+,1
2022,MN,27055,Probable,Male,20+,17
2022,MN,27055,Probable,Male,Suppressed,2
2022,MN,27055,Probable,Female,0-19,5
2022,MN,27055,Probable,Female,20+,5
2022,MN,27057,Probable,Male,0-19,7
2022,MN,27057,Probable,Male,20+,18
2022,MN,27057,Probable,Female,20+,18
2022,MN,27057,Probable,Female,Suppressed,3
2022,MN,27059,Probable,Male,20+,13
2022,MN,27059,Probable,Male,Suppressed,3
2022,MN,27059,Probable,Female,20+,7
2022,MN,27059,Probable,Female,Suppressed,3
2022,MN,27061,Probable,Male,0-19,7
2022,MN,27061,Probable,Male,20+,42
2022,MN,27061,Probable,Female,20+,29
2022,MN,27061,Probable,Female,Suppressed,1
2022,MN,27065,Probable,Male,20+,7
2022,MN,27065,Probable,Male,Suppressed,2
2022,MN,27065,Probable,Female,20+,5
2022,MN,27065,Probable,Female,Suppressed,2
2022,MN,27067,Probable,Female,20+,6
2022,MN,27067,Probable,Female,Suppressed,1
2022,MN,27067,Probable,Suppressed,20+,2
2022,MN,27075,Probable,Female,20+,6
2022,MN,27075,Probable,Female,Suppressed,1
2022,MN,27075,Probable,Suppressed,20+,4
2022,MN,27075,Probable,Suppressed,Suppressed,3
2022,MN,27079,Probable,Suppressed,Suppressed,5
2022,MN,27085,Probable,Suppressed,Suppressed,5
2022,MN,27089,Probable,Suppressed,Suppressed,6
2022,MN,27095,Probable,Male,20+,9
2022,MN,27095,Probable,Male,Suppressed,2
2022,MN,27095,Probable,Female,Suppressed,5
2022,MN,27097,Probable,Male,20+,15
2022,MN,27097,Probable,Male,Suppressed,2
2022,MN,27097,Probable,Female,20+,11
2022,MN,27097,Probable,Female,Suppressed,2
2022,MN,27099,Probable,Female,Suppressed,5
2022,MN,27109,Probable,Male,20+,21
2022,MN,27109,Probable,Male,Suppressed,3
2022,MN,27109,Probable,Female,0-19,6
2022,MN,27109,Probable,Female,20+,20
2022,MN,27111,Probable,Male,20+,23
2022,MN,27111,Probable,Male,Suppressed,3
2022,MN,27111,Probable,Female,0-19,11
2022,MN,27111,Probable,Female,20+,15
2022,MN,27113,Probable,Suppressed,Suppressed,6
2022,MN,27115,Probable,Male,0-19,7
2022,MN,27115,Probable,Male,20+,22
2022,MN,27115,Probable,Female,20+,30
2022,MN,27115,Probable,Female,Suppressed,3
2022,MN,27119,Probable,Suppressed,Suppressed,6
2022,MN,27123,Probable,Male,0-19,17
2022,MN,27123,Probable,Male,20+,84
2022,MN,27123,Probable,Female,0-19,11
2022,MN,27123,Probable,Female,20+,71
